age,workclass,education,experience,occupation,hours_per_week,salary
29,Self-Emp,Bachelors,4,Farming-Fishing,33,25K-50K
61,Private,High School,44,Other-Service,28,50K-75K
55,Private,High School,34,Prof-Specialty,47,75K-100K
36,Self-Emp,Associate,19,Other-Service,50,25K-50K
24,Private,Bachelors,0,Tech-Support,44,25K-50K
52,Private,Masters,29,Prof-Specialty,34,50K-75K
65,Private,Doctorate,39,Sales,38,75K-100K
35,Private,Associate,18,Other-Service,30,25K-50K
33,Private,High School,15,Exec-Managerial,48,50K-75K
56,Private,Bachelors,35,Exec-Managerial,41,75K-100K
21,Private,Bachelors,2,Other-Service,43,25K-50K
42,State-Gov,Associate,22,Craft-Repair,41,50K-75K
49,Local-Gov,High School,29,Tech-Support,40,50K-75K
57,Self-Emp,Bachelors,38,Admin,41,75K-100K
30,Private,High School,10,Sales,39,<=25K
62,Self-Emp,Bachelors,41,Tech-Support,49,75K-100K
34,Private,Bachelors,9,Tech-Support,28,25K-50K
54,Self-Emp,Masters,29,Admin,33,50K-75K
23,Private,Bachelors,0,Exec-Managerial,37,25K-50K
36,Private,High School,19,Admin,38,25K-50K
30,Private,Masters,6,Sales,48,25K-50K
43,Private,Bachelors,24,Craft-Repair,29,50K-75K
31,State-Gov,High School,10,Exec-Managerial,44,50K-75K
48,Self-Emp,Bachelors,24,Tech-Support,38,50K-75K
21,Private,Associate,3,Sales,46,25K-50K
56,Self-Emp,Bachelors,35,Other-Service,43,50K-75K
25,Private,Associate,2,Other-Service,38,<=25K
42,Private,Bachelors,22,Exec-Managerial,32,50K-75K
30,Private,High School,9,Other-Service,42,<=25K
49,Private,Associate,29,Exec-Managerial,36,75K-100K
55,Private,Doctorate,28,Admin,39,50K-75K
55,Private,Bachelors,33,Admin,46,50K-75K
45,Private,High School,29,Admin,51,50K-75K
47,,High School,28,Prof-Specialty,26,50K-75K
20,Self-Emp,High School,4,Tech-Support,46,25K-50K
45,Private,Bachelors,24,Prof-Specialty,50,50K-75K
20,Private,Bachelors,0,Exec-Managerial,38,25K-50K
62,Private,Bachelors,38,Tech-Support,30,75K-100K
51,Private,Bachelors,27,Sales,42,50K-75K
33,Local-Gov,Bachelors,12,Admin,38,25K-50K
39,Private,Associate,16,Craft-Repair,68,25K-50K
49,Self-Emp,High School,32,Craft-Repair,42,50K-75K
55,Private,Bachelors,36,Exec-Managerial,36,75K-100K
25,Self-Emp,Masters,0,Sales,28,25K-50K
25,Local-Gov,Bachelors,1,Sales,32,25K-50K
23,Private,Bachelors,0,Farming-Fishing,47,<=25K
31,Private,Bachelors,12,Sales,26,25K-50K
49,Private,Masters,28,Admin,26,50K-75K
52,Without-Pay,Associate,34,Prof-Specialty,47,50K-75K
27,Private,High School,12,Sales,36,25K-50K
20,Private,Doctorate,0,Farming-Fishing,37,<=25K
29,Private,Masters,6,Prof-Specialty,44,25K-50K
48,Local-Gov,High School,28,Farming-Fishing,38,50K-75K
46,Private,Associate,29,Craft-Repair,27,50K-75K
22,State-Gov,Associate,5,Prof-Specialty,34,25K-50K
42,Federal-Gov,High School,27,Craft-Repair,43,50K-75K
58,Private,Masters,32,Prof-Specialty,40,75K-100K
48,Private,Associate,31,Admin,51,50K-75K
38,Private,Masters,16,Tech-Support,43,50K-75K
37,Private,High School,20,Sales,33,25K-50K
56,Private,Bachelors,31,Exec-Managerial,51,75K-100K
39,Private,High School,24,Exec-Managerial,51,50K-75K
21,Private,Bachelors,0,Admin,34,25K-50K
30,Without-Pay,Bachelors,6,Admin,44,25K-50K
62,Private,Bachelors,43,Admin,45,75K-100K
59,Self-Emp,High School,39,Other-Service,42,50K-75K
37,Private,High School,22,Craft-Repair,28,25K-50K
30,Private,High School,11,Craft-Repair,63,25K-50K
34,Private,High School,17,Sales,36,25K-50K
53,Private,Bachelors,34,Sales,42,50K-75K
50,Private,Bachelors,26,Admin,47,50K-75K
18,Private,Bachelors,0,Exec-Managerial,36,25K-50K
32,Private,Bachelors,7,Tech-Support,49,25K-50K
30,Self-Emp,High School,9,Craft-Repair,39,25K-50K
34,Private,High School,18,Prof-Specialty,34,25K-50K
41,Local-Gov,High School,26,Admin,28,25K-50K
25,Self-Emp,Bachelors,5,Farming-Fishing,36,25K-50K
44,Private,Bachelors,24,Craft-Repair,42,50K-75K
62,Private,High School,43,Prof-Specialty,37,75K-100K
40,Private,High School,19,Sales,45,25K-50K
63,Private,Masters,41,Other-Service,53,75K-100K
25,Private,Bachelors,3,Exec-Managerial,37,50K-75K
25,Local-Gov,Bachelors,5,Sales,49,25K-50K
43,Private,Associate,20,Prof-Specialty,41,50K-75K
64,Self-Emp,High School,46,Sales,42,75K-100K
30,Private,Doctorate,2,Other-Service,40,25K-50K
56,Private,Bachelors,37,Other-Service,43,50K-75K
54,Self-Emp,High School,39,Exec-Managerial,33,75K-100K
45,Private,Bachelors,23,Sales,34,50K-75K
42,State-Gov,Bachelors,17,Exec-Managerial,35,50K-75K
33,Private,High School,13,Admin,26,<=25K
19,State-Gov,Associate,0,Sales,30,25K-50K
35,Self-Emp,High School,14,Exec-Managerial,39,50K-75K
34,Private,High School,18,Admin,35,25K-50K
47,State-Gov,Bachelors,23,Craft-Repair,39,25K-50K
56,Private,High School,37,Sales,45,50K-75K
30,Private,Bachelors,11,Other-Service,41,25K-50K
49,Private,Doctorate,21,Admin,39,50K-75K
46,Private,High School,29,Exec-Managerial,25,50K-75K
63,Private,Associate,42,Craft-Repair,40,75K-100K
47,State-Gov,Bachelors,26,Sales,34,50K-75K
35,Private,Bachelors,12,Prof-Specialty,45,50K-75K
30,Federal-Gov,Bachelors,7,Prof-Specialty,33,25K-50K
60,Local-Gov,High School,41,Prof-Specialty,30,75K-100K
38,Self-Emp,Associate,19,Tech-Support,51,50K-75K
47,Federal-Gov,Bachelors,27,Craft-Repair,25,50K-75K
38,Self-Emp,Doctorate,12,Prof-Specialty,53,50K-75K
65,Private,High School,47,Prof-Specialty,40,75K-100K
34,Private,Masters,7,Craft-Repair,37,25K-50K
57,Private,High School,36,Sales,36,50K-75K
36,Private,Doctorate,11,Sales,47,50K-75K
32,Private,Bachelors,7,Tech-Support,41,50K-75K
26,Private,Associate,5,Admin,41,25K-50K
27,Private,Bachelors,7,Tech-Support,39,25K-50K
61,Local-Gov,High School,40,Exec-Managerial,36,75K-100K
48,Private,High School,31,Exec-Managerial,50,75K-100K
40,Private,High School,22,Sales,36,25K-50K
47,Private,High School,27,Other-Service,29,50K-75K
50,Private,High School,32,Sales,42,50K-75K
26,Private,Bachelors,1,Other-Service,28,<=25K
64,Private,Bachelors,44,Exec-Managerial,51,75K-100K
18,Local-Gov,High School,3,Prof-Specialty,43,25K-50K
61,Private,Masters,34,Admin,23,50K-75K
52,,Bachelors,31,Exec-Managerial,43,75K-100K
28,Private,Masters,4,Farming-Fishing,37,<=25K
51,Federal-Gov,Bachelors,32,Prof-Specialty,50,75K-100K
33,Private,High School,16,Craft-Repair,38,25K-50K
26,Private,Associate,7,Sales,39,<=25K
49,Self-Emp,Bachelors,25,Craft-Repair,36,50K-75K
32,Private,High School,15,Tech-Support,37,25K-50K
29,Private,High School,14,Exec-Managerial,23,50K-75K
50,Private,High School,33,Sales,35,50K-75K
62,Private,High School,42,Exec-Managerial,31,75K-100K
31,Private,Associate,10,Exec-Managerial,36,25K-50K
25,Private,Associate,8,,48,25K-50K
25,State-Gov,High School,6,Other-Service,52,25K-50K
44,Private,Bachelors,25,Tech-Support,41,50K-75K
29,Private,Bachelors,9,Farming-Fishing,35,25K-50K
18,Local-Gov,High School,0,Craft-Repair,28,<=25K
60,Local-Gov,High School,44,Exec-Managerial,36,75K-100K
57,Without-Pay,High School,41,Sales,30,50K-75K
59,Private,Associate,40,Admin,38,75K-100K
28,Private,High School,12,Sales,39,25K-50K
56,Federal-Gov,Associate,33,Other-Service,41,50K-75K
60,Private,Bachelors,41,Sales,40,75K-100K
48,Private,Bachelors,26,Admin,24,50K-75K
34,Private,High School,13,Admin,32,25K-50K
50,Private,High School,29,Sales,32,25K-50K
49,Private,Bachelors,28,Sales,36,50K-75K
46,Self-Emp,Masters,22,Admin,40,50K-75K
38,Private,Bachelors,18,Farming-Fishing,33,25K-50K
38,Private,Bachelors,16,,65,25K-50K
57,Private,Associate,39,Admin,49,75K-100K
40,Private,Associate,19,Other-Service,31,25K-50K
23,Local-Gov,Masters,0,Prof-Specialty,50,50K-75K
39,Local-Gov,High School,22,Admin,53,50K-75K
55,Private,Doctorate,30,Admin,29,50K-75K
54,Local-Gov,Bachelors,34,Admin,30,50K-75K
62,Private,Bachelors,40,Prof-Specialty,40,>100K
25,Private,High School,8,Admin,48,25K-50K
58,Self-Emp,Bachelors,39,Prof-Specialty,42,75K-100K
52,Federal-Gov,Associate,34,Prof-Specialty,26,75K-100K
28,Private,High School,9,Admin,33,<=25K
41,Private,High School,20,Exec-Managerial,35,50K-75K
38,Private,Masters,16,Farming-Fishing,46,25K-50K
19,Private,Bachelors,0,Craft-Repair,28,<=25K
57,Private,Associate,40,Prof-Specialty,29,75K-100K
36,Private,High School,17,Exec-Managerial,40,50K-75K
56,Self-Emp,Bachelors,35,Tech-Support,39,50K-75K
45,Private,Bachelors,25,Exec-Managerial,47,75K-100K
34,Private,Bachelors,11,Craft-Repair,35,25K-50K
23,Self-Emp,Bachelors,0,Prof-Specialty,48,25K-50K
36,Private,Associate,19,Craft-Repair,47,50K-75K
55,Self-Emp,Bachelors,32,Farming-Fishing,39,75K-100K
45,Without-Pay,High School,26,Prof-Specialty,35,25K-50K
19,Local-Gov,Masters,0,Prof-Specialty,53,50K-75K
55,Private,Bachelors,36,Exec-Managerial,43,75K-100K
54,Private,High School,39,Sales,37,50K-75K
21,Private,Associate,0,Tech-Support,32,25K-50K
39,Self-Emp,Bachelors,16,Exec-Managerial,50,50K-75K
43,Local-Gov,High School,23,Admin,34,25K-50K
60,Private,High School,43,Exec-Managerial,35,75K-100K
53,Private,Bachelors,28,Other-Service,33,50K-75K
30,State-Gov,High School,13,Farming-Fishing,36,25K-50K
49,Private,Bachelors,27,Other-Service,43,50K-75K
34,Private,High School,16,Sales,35,25K-50K
58,Federal-Gov,Bachelors,39,Sales,39,75K-100K
53,Private,High School,36,Tech-Support,34,50K-75K
63,Private,High School,44,Sales,43,75K-100K
36,Private,Masters,10,Prof-Specialty,39,50K-75K
52,Self-Emp,Bachelors,27,Admin,30,50K-75K
63,Private,Associate,45,Exec-Managerial,38,>100K
57,Private,High School,41,Sales,41,50K-75K
45,Private,Bachelors,22,Prof-Specialty,36,75K-100K
18,Private,Bachelors,0,Craft-Repair,23,<=25K
59,Private,Doctorate,34,Other-Service,50,50K-75K
35,Private,Doctorate,9,Farming-Fishing,31,25K-50K
65,Private,Bachelors,41,Tech-Support,44,75K-100K
57,Self-Emp,Associate,35,Other-Service,36,75K-100K
50,Self-Emp,Associate,33,Prof-Specialty,39,50K-75K
29,Self-Emp,Bachelors,8,Prof-Specialty,38,50K-75K
25,Self-Emp,High School,10,Other-Service,48,25K-50K
41,Private,High School,22,Admin,41,25K-50K
33,Federal-Gov,High School,18,Other-Service,41,25K-50K
21,Federal-Gov,High School,2,Exec-Managerial,30,25K-50K
55,Private,High School,36,Tech-Support,51,50K-75K
61,Private,Associate,43,Tech-Support,27,75K-100K
44,Private,Bachelors,19,Craft-Repair,50,50K-75K
26,Private,Associate,3,Prof-Specialty,25,25K-50K
64,Private,High School,45,Prof-Specialty,54,75K-100K
33,Private,High School,16,Sales,43,25K-50K
29,Self-Emp,Bachelors,5,Sales,35,25K-50K
48,Self-Emp,High School,33,Prof-Specialty,28,50K-75K
41,Private,Bachelors,19,Sales,39,50K-75K
31,Private,Doctorate,2,Sales,43,25K-50K
62,Private,High School,42,Sales,40,50K-75K
42,State-Gov,High School,24,Admin,36,25K-50K
51,Private,Associate,30,Exec-Managerial,34,50K-75K
20,Self-Emp,Masters,0,Sales,49,25K-50K
41,Private,Bachelors,19,Other-Service,37,25K-50K
59,Private,Masters,38,Prof-Specialty,42,75K-100K
26,Local-Gov,High School,10,Prof-Specialty,44,25K-50K
43,Private,Doctorate,17,Exec-Managerial,30,50K-75K
37,Local-Gov,High School,20,Prof-Specialty,39,50K-75K
57,Private,High School,40,Exec-Managerial,50,75K-100K
27,State-Gov,Masters,2,Sales,42,25K-50K
36,Private,Masters,10,Admin,43,25K-50K
20,Private,High School,0,Prof-Specialty,36,25K-50K
41,Private,High School,20,Admin,48,50K-75K
22,Private,High School,5,Admin,55,25K-50K
20,Private,High School,1,Exec-Managerial,33,25K-50K
44,Self-Emp,High School,26,Prof-Specialty,46,50K-75K
33,Federal-Gov,Doctorate,5,Craft-Repair,28,25K-50K
32,Private,Bachelors,8,Other-Service,44,25K-50K
52,,Bachelors,33,Sales,43,50K-75K
29,Local-Gov,Bachelors,10,Farming-Fishing,30,25K-50K
58,Private,Bachelors,39,Craft-Repair,47,75K-100K
61,Self-Emp,Bachelors,40,Sales,32,75K-100K
43,Federal-Gov,Bachelors,18,Craft-Repair,55,50K-75K
64,Local-Gov,High School,48,Exec-Managerial,41,75K-100K
51,Private,Bachelors,28,Admin,38,50K-75K
40,,Bachelors,15,Admin,34,25K-50K
48,Private,Bachelors,29,Exec-Managerial,44,50K-75K
37,Private,Doctorate,8,Exec-Managerial,42,50K-75K
29,Private,Associate,9,Other-Service,41,<=25K
40,,Bachelors,17,Sales,33,25K-50K
21,Private,High School,5,Exec-Managerial,37,25K-50K
40,Self-Emp,Bachelors,16,Sales,34,50K-75K
65,Private,Associate,46,Prof-Specialty,26,75K-100K
65,Private,High School,46,Other-Service,38,50K-75K
18,Self-Emp,Associate,0,Prof-Specialty,31,25K-50K
42,Federal-Gov,Bachelors,23,Exec-Managerial,56,75K-100K
19,Private,High School,0,Craft-Repair,55,<=25K
47,State-Gov,Masters,21,Admin,42,50K-75K
20,Local-Gov,High School,0,Other-Service,25,<=25K
38,Private,Masters,17,Prof-Specialty,43,50K-75K
42,Self-Emp,Bachelors,17,Prof-Specialty,38,50K-75K
37,Private,High School,21,Craft-Repair,48,25K-50K
39,Local-Gov,Associate,17,Prof-Specialty,48,50K-75K
38,Private,Bachelors,15,Prof-Specialty,33,50K-75K
50,,Bachelors,31,Prof-Specialty,37,75K-100K
55,Private,Bachelors,35,Admin,36,75K-100K
32,Private,Associate,9,Tech-Support,36,25K-50K
63,Private,Associate,41,Farming-Fishing,27,50K-75K
32,Self-Emp,Doctorate,8,Sales,43,50K-75K
63,Private,High School,43,Exec-Managerial,40,75K-100K
42,Private,Associate,21,Sales,37,50K-75K
38,Private,High School,18,Tech-Support,42,25K-50K
41,State-Gov,Bachelors,22,,42,50K-75K
22,Self-Emp,Bachelors,0,Prof-Specialty,49,25K-50K
23,Self-Emp,High School,6,Exec-Managerial,47,25K-50K
60,Federal-Gov,High School,45,Other-Service,48,75K-100K
65,Private,High School,49,Craft-Repair,32,75K-100K
61,State-Gov,Associate,40,Sales,31,50K-75K
64,Private,Associate,44,Exec-Managerial,47,75K-100K
40,Self-Emp,Doctorate,11,Other-Service,53,25K-50K
21,Private,Associate,2,Admin,46,25K-50K
44,Local-Gov,High School,28,Prof-Specialty,42,50K-75K
35,Private,Masters,8,Sales,40,50K-75K
38,Private,Associate,18,Admin,62,25K-50K
45,Private,Bachelors,20,,46,50K-75K
52,Private,High School,37,Craft-Repair,38,50K-75K
39,Private,Associate,19,Sales,55,50K-75K
57,Private,Masters,34,Craft-Repair,53,75K-100K
40,Federal-Gov,Bachelors,20,Admin,28,50K-75K
20,Private,High School,3,Exec-Managerial,30,25K-50K
57,Private,Bachelors,36,Prof-Specialty,38,75K-100K
27,Self-Emp,Masters,3,Exec-Managerial,50,50K-75K
42,Private,High School,23,Other-Service,35,50K-75K
25,Federal-Gov,Bachelors,5,Prof-Specialty,31,50K-75K
28,Private,Masters,1,Exec-Managerial,46,25K-50K
22,Private,High School,3,Other-Service,24,<=25K
62,Private,Bachelors,39,Admin,37,50K-75K
54,Private,Bachelors,30,Exec-Managerial,31,75K-100K
62,Self-Emp,Bachelors,43,Prof-Specialty,39,75K-100K
55,Private,Associate,32,Craft-Repair,32,50K-75K
46,Local-Gov,High School,28,Exec-Managerial,38,50K-75K
22,Private,Bachelors,3,Other-Service,43,<=25K
26,State-Gov,High School,6,Exec-Managerial,41,25K-50K
65,Local-Gov,Associate,43,Tech-Support,35,75K-100K
19,Private,High School,4,Farming-Fishing,37,<=25K
18,Self-Emp,High School,1,Prof-Specialty,58,25K-50K
57,Private,Doctorate,30,Exec-Managerial,47,75K-100K
47,Private,Associate,26,Other-Service,38,50K-75K
28,Self-Emp,Masters,6,Prof-Specialty,41,50K-75K
45,Private,High School,26,Prof-Specialty,43,50K-75K
61,Private,Bachelors,38,Prof-Specialty,33,75K-100K
29,Private,High School,12,Prof-Specialty,40,25K-50K
56,Federal-Gov,Bachelors,33,Exec-Managerial,31,75K-100K
43,Local-Gov,Bachelors,18,Exec-Managerial,32,50K-75K
30,Self-Emp,High School,11,Other-Service,47,25K-50K
25,Private,Masters,0,Exec-Managerial,48,50K-75K
45,State-Gov,High School,24,Sales,49,50K-75K
47,Federal-Gov,Bachelors,26,Exec-Managerial,39,75K-100K
26,Private,Doctorate,0,Admin,36,25K-50K
56,Private,Masters,32,Prof-Specialty,40,75K-100K
48,State-Gov,Masters,25,Admin,25,50K-75K
38,Federal-Gov,High School,19,Admin,51,50K-75K
64,Private,High School,44,Other-Service,18,50K-75K
51,Local-Gov,High School,33,Craft-Repair,47,50K-75K
48,Private,Bachelors,26,Exec-Managerial,32,75K-100K
42,Without-Pay,Bachelors,20,Sales,39,50K-75K
29,Private,High School,8,Craft-Repair,33,25K-50K
18,Private,Bachelors,0,Farming-Fishing,33,<=25K
39,Private,High School,19,Exec-Managerial,20,25K-50K
57,Federal-Gov,High School,38,Prof-Specialty,29,75K-100K
54,Private,Bachelors,35,Sales,47,50K-75K
64,Self-Emp,Associate,42,Prof-Specialty,30,75K-100K
18,Private,Bachelors,0,Exec-Managerial,29,25K-50K
18,Self-Emp,High School,1,Craft-Repair,39,25K-50K
59,Private,Bachelors,40,Tech-Support,21,75K-100K
59,Private,High School,41,Prof-Specialty,37,75K-100K
38,Private,High School,20,Sales,42,25K-50K
32,Private,Bachelors,7,Admin,42,25K-50K
34,Self-Emp,Masters,13,Admin,31,25K-50K
39,,High School,22,Exec-Managerial,49,50K-75K
55,Private,High School,39,Sales,48,50K-75K
52,Private,Bachelors,31,Farming-Fishing,26,25K-50K
62,Private,High School,43,Craft-Repair,45,75K-100K
33,Private,Bachelors,12,Prof-Specialty,41,50K-75K
25,Private,Bachelors,6,Craft-Repair,44,25K-50K
64,Private,High School,49,Sales,35,75K-100K
34,Private,Associate,11,Other-Service,29,25K-50K
34,Private,Bachelors,11,Farming-Fishing,38,25K-50K
43,Private,High School,23,Sales,43,25K-50K
30,Private,Bachelors,7,,43,25K-50K
34,Self-Emp,High School,14,Tech-Support,42,50K-75K
55,Federal-Gov,Bachelors,35,Admin,31,50K-75K
34,Private,High School,15,Tech-Support,50,25K-50K
65,Private,Bachelors,43,Farming-Fishing,49,75K-100K
31,Private,Associate,13,Prof-Specialty,41,50K-75K
62,State-Gov,High School,42,Prof-Specialty,32,75K-100K
23,,Bachelors,0,Sales,42,25K-50K
52,State-Gov,High School,36,Admin,36,50K-75K
63,Private,Associate,45,Other-Service,37,50K-75K
31,Self-Emp,Associate,13,Exec-Managerial,45,50K-75K
64,Private,High School,44,Admin,36,75K-100K
25,Private,Masters,0,Sales,51,25K-50K
32,Private,Bachelors,9,Sales,45,25K-50K
44,Private,High School,26,Prof-Specialty,48,50K-75K
30,State-Gov,Bachelors,10,Craft-Repair,32,25K-50K
48,Federal-Gov,Bachelors,25,Exec-Managerial,35,75K-100K
52,Private,Masters,27,Sales,30,50K-75K
23,Private,High School,5,Admin,50,25K-50K
22,Federal-Gov,Bachelors,0,Tech-Support,63,25K-50K
39,Private,Bachelors,17,Craft-Repair,44,50K-75K
40,Private,Associate,17,Exec-Managerial,42,50K-75K
42,Private,Associate,22,Sales,36,50K-75K
51,Private,High School,34,Admin,52,50K-75K
43,Federal-Gov,Bachelors,21,Exec-Managerial,39,50K-75K
64,Private,Associate,44,Prof-Specialty,34,75K-100K
22,Private,Masters,1,Sales,28,25K-50K
43,Private,High School,26,Exec-Managerial,31,75K-100K
37,Private,Bachelors,15,Exec-Managerial,40,50K-75K
23,Federal-Gov,Masters,0,Prof-Specialty,25,25K-50K
23,Private,Bachelors,4,Other-Service,30,<=25K
35,Private,Masters,10,Tech-Support,53,25K-50K
21,Without-Pay,Bachelors,0,Other-Service,46,<=25K
34,Private,Associate,11,Prof-Specialty,37,50K-75K
31,Private,Bachelors,6,Admin,47,25K-50K
31,,High School,14,Craft-Repair,33,25K-50K
30,Private,Bachelors,6,Exec-Managerial,46,25K-50K
24,Private,High School,3,Other-Service,37,25K-50K
61,Private,Bachelors,38,Tech-Support,55,75K-100K
32,Private,Bachelors,7,Prof-Specialty,30,25K-50K
36,Self-Emp,Associate,13,Farming-Fishing,52,25K-50K
60,Private,High School,42,Sales,38,75K-100K
64,Self-Emp,Doctorate,34,Exec-Managerial,24,75K-100K
61,Private,High School,44,Craft-Repair,42,75K-100K
52,Federal-Gov,High School,33,Prof-Specialty,45,50K-75K
34,State-Gov,High School,17,Craft-Repair,51,25K-50K
52,Private,Doctorate,28,Exec-Managerial,46,75K-100K
36,Local-Gov,Doctorate,10,Tech-Support,32,25K-50K
37,Private,Bachelors,17,Exec-Managerial,48,50K-75K
53,Self-Emp,Masters,27,Tech-Support,40,50K-75K
52,State-Gov,High School,37,Sales,27,50K-75K
49,Private,Doctorate,25,Prof-Specialty,39,50K-75K
65,Private,High School,49,Admin,30,75K-100K
61,Private,High School,45,Admin,38,50K-75K
57,Private,High School,39,Admin,45,75K-100K
41,,Bachelors,20,Prof-Specialty,30,50K-75K
34,Private,Bachelors,10,Exec-Managerial,42,50K-75K
24,Private,Associate,3,Exec-Managerial,48,25K-50K
60,Private,Doctorate,32,Tech-Support,35,75K-100K
18,Private,Associate,0,Sales,37,<=25K
52,Private,High School,37,Tech-Support,48,50K-75K
49,Private,Associate,30,Sales,48,50K-75K
53,Self-Emp,Bachelors,32,Prof-Specialty,30,50K-75K
30,Federal-Gov,Bachelors,8,Admin,31,25K-50K
23,Private,Associate,3,Exec-Managerial,46,25K-50K
31,Self-Emp,Bachelors,11,Exec-Managerial,38,25K-50K
54,Federal-Gov,High School,35,Tech-Support,38,75K-100K
65,Local-Gov,Bachelors,43,Admin,25,75K-100K
32,Private,Doctorate,3,Prof-Specialty,36,50K-75K
64,Private,High School,45,Prof-Specialty,38,75K-100K
21,Private,Masters,0,Craft-Repair,45,25K-50K
57,Private,Bachelors,38,Sales,37,75K-100K
33,Private,High School,16,Craft-Repair,45,25K-50K
45,Private,Masters,20,Sales,38,50K-75K
33,Private,Associate,10,Admin,50,25K-50K
21,Private,High School,2,Admin,39,25K-50K
62,Private,High School,44,Sales,35,75K-100K
43,Local-Gov,High School,23,Prof-Specialty,34,50K-75K
45,Without-Pay,Bachelors,24,Sales,31,25K-50K
49,Self-Emp,Bachelors,28,Prof-Specialty,42,75K-100K
62,Private,Masters,38,Sales,55,75K-100K
19,Local-Gov,High School,1,Tech-Support,46,25K-50K
48,Private,High School,30,Other-Service,43,50K-75K
20,Self-Emp,High School,0,Exec-Managerial,30,<=25K
25,Private,Bachelors,1,Prof-Specialty,30,25K-50K
41,Private,Doctorate,11,Sales,47,50K-75K
32,Self-Emp,Bachelors,10,Admin,43,25K-50K
60,State-Gov,High School,40,Exec-Managerial,34,75K-100K
48,Self-Emp,Masters,27,Other-Service,26,50K-75K
26,Local-Gov,Bachelors,7,Sales,38,25K-50K
56,Private,High School,38,Prof-Specialty,32,75K-100K
62,Private,Bachelors,38,Other-Service,35,50K-75K
19,Private,High School,2,Other-Service,29,<=25K
25,Private,High School,4,Farming-Fishing,46,<=25K
24,Self-Emp,High School,8,Craft-Repair,35,25K-50K
61,State-Gov,Associate,41,Admin,44,75K-100K
56,Private,Associate,36,Other-Service,43,50K-75K
59,Private,High School,40,Other-Service,35,50K-75K
33,Private,High School,17,Prof-Specialty,38,25K-50K
52,Federal-Gov,Bachelors,31,Admin,54,50K-75K
47,Private,Doctorate,20,Exec-Managerial,31,75K-100K
27,Private,Bachelors,2,Sales,33,25K-50K
55,Private,High School,38,Exec-Managerial,23,75K-100K
35,Private,High School,17,Prof-Specialty,38,50K-75K
22,Self-Emp,High School,1,Prof-Specialty,23,<=25K
46,Local-Gov,High School,27,Craft-Repair,36,25K-50K
56,Private,Bachelors,33,Exec-Managerial,25,75K-100K
51,Private,Bachelors,32,Exec-Managerial,45,50K-75K
60,Federal-Gov,Bachelors,35,Other-Service,38,50K-75K
62,State-Gov,Bachelors,41,Prof-Specialty,13,75K-100K
40,Private,High School,19,Prof-Specialty,32,50K-75K
22,Private,High School,6,Prof-Specialty,36,25K-50K
47,Without-Pay,Bachelors,22,Prof-Specialty,44,50K-75K
23,Private,High School,4,Other-Service,46,<=25K
63,Local-Gov,High School,44,Tech-Support,43,50K-75K
61,Private,Associate,40,Exec-Managerial,42,75K-100K
21,Private,High School,5,Tech-Support,43,25K-50K
46,Private,High School,28,Craft-Repair,45,50K-75K
40,State-Gov,Bachelors,21,Other-Service,40,25K-50K
23,Without-Pay,Masters,1,Tech-Support,38,<=25K
49,Private,High School,31,Admin,41,50K-75K
59,Private,High School,43,Exec-Managerial,49,75K-100K
35,Private,Bachelors,11,Farming-Fishing,21,25K-50K
32,Self-Emp,High School,14,Sales,21,25K-50K
57,Self-Emp,Associate,38,Exec-Managerial,44,75K-100K
49,Federal-Gov,High School,32,,32,50K-75K
26,Private,High School,11,Other-Service,40,25K-50K
54,Private,Bachelors,31,Prof-Specialty,39,75K-100K
27,Private,Bachelors,7,Prof-Specialty,57,25K-50K
37,Private,High School,16,Admin,45,25K-50K
23,Private,High School,4,Prof-Specialty,48,25K-50K
65,Local-Gov,High School,50,Tech-Support,37,75K-100K
20,Private,High School,0,Exec-Managerial,33,25K-50K
59,Private,Doctorate,34,Exec-Managerial,33,75K-100K
28,Federal-Gov,Bachelors,5,Prof-Specialty,49,50K-75K
60,Federal-Gov,Bachelors,37,Craft-Repair,44,75K-100K
34,Private,Bachelors,13,Sales,40,25K-50K
49,Private,Bachelors,24,Sales,53,50K-75K
21,Private,Bachelors,0,Craft-Repair,38,<=25K
21,Private,High School,1,Prof-Specialty,33,<=25K
34,Self-Emp,High School,15,Sales,37,25K-50K
58,Self-Emp,Bachelors,38,Admin,48,75K-100K
36,Private,Associate,15,Prof-Specialty,29,25K-50K
22,Federal-Gov,Doctorate,0,Sales,39,25K-50K
49,Self-Emp,Bachelors,28,Farming-Fishing,52,50K-75K
39,Local-Gov,Masters,18,Prof-Specialty,43,50K-75K
23,Federal-Gov,High School,2,Craft-Repair,38,25K-50K
52,Private,Masters,31,Craft-Repair,55,75K-100K
39,Private,High School,20,Prof-Specialty,42,50K-75K
18,Private,Doctorate,0,Exec-Managerial,27,25K-50K
37,Private,High School,21,Exec-Managerial,38,50K-75K
39,Private,Bachelors,15,Craft-Repair,49,25K-50K
65,Private,Bachelors,40,Prof-Specialty,41,75K-100K
28,State-Gov,Associate,7,Sales,52,25K-50K
30,Private,Associate,7,Prof-Specialty,31,25K-50K
59,Federal-Gov,Doctorate,33,Exec-Managerial,39,75K-100K
20,Private,Associate,3,Admin,42,25K-50K
26,Private,Bachelors,2,Tech-Support,30,25K-50K
29,Private,High School,13,Sales,39,25K-50K
40,Private,Bachelors,15,Craft-Repair,43,50K-75K
31,Private,Bachelors,7,,29,25K-50K
50,Self-Emp,Associate,33,Tech-Support,28,50K-75K
